ticket_key,issue_type,severity
3500,Billing,Medium
3501,Loan Query,Critical
3502,Billing,Medium
3503,Billing,Medium
3504,Fraud Alert,High
3505,Billing,Medium
3506,Login Issue,Low
3507,Loan Query,Critical
3508,App Bug,Low
3509,App Bug,Low
3510,Fraud Alert,Medium
3511,Loan Query,Critical
3513,Loan Query,Medium
3514,App Bug,Medium
3515,Fraud Alert,High
3516,Login Issue,Low
3517,Fraud Alert,Critical
3518,Billing,High
3519,Billing,Medium
3520,Loan Query,Critical
3521,Billing,Low
3522,App Bug,Low
3523,App Bug,High
3524,Card Problem,Medium
3525,App Bug,High
3526,Billing,Medium
3527,Loan Query,High
3528,App Bug,High
3529,App Bug,Critical
3530,Card Problem,Low
3531,Billing,Medium
3532,Loan Query,Low
3533,Loan Query,Low
3534,Card Problem,Medium
3535,Billing,Low
3536,Card Problem,Low
3537,Login Issue,Medium
3538,App Bug,Medium
3539,Card Problem,Medium
3540,Fraud Alert,Medium
3541,Card Problem,Medium
3542,Login Issue,Low
3543,App Bug,Low
3544,App Bug,Low
3545,Fraud Alert,Medium
3546,Login Issue,Critical
3548,App Bug,Medium
3549,Loan Query,Low
3550,Login Issue,Medium
3551,Billing,Low
3553,Loan Query,Low
3554,App Bug,Low
3555,Fraud Alert,High
3556,Login Issue,Critical
3557,Card Problem,Low
3558,Billing,Medium
3559,Billing,Low
3560,Fraud Alert,Low
3561,Loan Query,High
3562,Loan Query,Medium
3563,Loan Query,Low
3564,Login Issue,Low
3565,Fraud Alert,Low
3566,Fraud Alert,High
3567,Billing,High
3568,Login Issue,Medium
3569,Card Problem,High
3570,Billing,High
3571,Card Problem,Low
3572,Fraud Alert,High
3573,App Bug,Medium
3574,Loan Query,Medium
3576,Fraud Alert,Low
3577,App Bug,Low
3578,Card Problem,Medium
3579,Login Issue,High
3580,Card Problem,Medium
3581,Loan Query,Medium
3582,Login Issue,Critical
3583,Fraud Alert,High
3584,Login Issue,High
3585,Fraud Alert,Low
3586,Card Problem,Medium
3587,Card Problem,Low
3588,Login Issue,High
3590,Loan Query,Medium
3591,Billing,Low
3592,Billing,Low
3593,Login Issue,Low
3594,App Bug,Low
3595,Billing,Medium
3596,Card Problem,High
3597,Login Issue,Low
3598,Login Issue,Low
3599,Login Issue,Low
3600,Loan Query,Low
3601,Loan Query,Medium
3602,Fraud Alert,High
3603,Card Problem,Critical
3604,Loan Query,Medium
3605,Card Problem,Medium
3606,Loan Query,Low
3607,Login Issue,Medium
3608,Login Issue,Medium
3609,Card Problem,Low
3610,App Bug,Low
3611,Login Issue,Medium
3612,Card Problem,High
3613,Billing,Medium
3614,App Bug,Medium
3615,Fraud Alert,High
3616,Login Issue,Low
3617,Login Issue,High
3618,App Bug,Medium
3619,Loan Query,Low
3620,Fraud Alert,Low
3621,Card Problem,Medium
3622,Billing,Low
3623,Fraud Alert,Low
3624,Card Problem,Medium
3625,Billing,Medium
3626,Billing,Low
3627,Billing,Low
3628,App Bug,High
3629,Login Issue,Low
3630,App Bug,Critical
3631,Billing,Low
3632,Loan Query,Medium
3633,Login Issue,Medium
3634,Billing,Critical
3635,Loan Query,Medium
3636,Fraud Alert,Low
3637,Billing,Low
3638,Loan Query,High
3639,Billing,Low
3640,Loan Query,Low
3641,Loan Query,High
3642,Fraud Alert,Low
3643,App Bug,Medium
3644,Billing,Critical
3645,Billing,Low
3646,Loan Query,Low
3647,Card Problem,Medium
3648,Loan Query,Low
3649,Login Issue,Low
3650,Login Issue,Medium
3651,Fraud Alert,Medium
3652,Card Problem,Medium
3653,Login Issue,Critical
3654,Fraud Alert,Critical
3655,Fraud Alert,Low
3656,Card Problem,Low
3657,App Bug,High
3658,Card Problem,Critical
3659,Card Problem,Medium
3660,Card Problem,Low
3661,Card Problem,Medium
3662,Card Problem,Medium
3663,App Bug,Critical
3664,Fraud Alert,High
3665,Card Problem,Medium
3666,Login Issue,Medium
3667,Login Issue,Medium
3668,Card Problem,Low
3669,App Bug,Low
3670,Login Issue,Low
3671,Login Issue,High
3672,Billing,High
3673,Login Issue,Critical
3674,Loan Query,High
3675,Login Issue,Low
3676,Login Issue,High
3677,Login Issue,Critical
3678,Login Issue,High
3679,Loan Query,High
3680,Billing,Low
3681,App Bug,Low
3682,Billing,Medium
3683,Card Problem,High
3684,Login Issue,Medium
3685,Fraud Alert,Medium
3686,Billing,Medium
3687,Login Issue,Critical
3688,Billing,Low
3689,Billing,High
3691,Card Problem,Medium
3692,App Bug,Low
3693,Loan Query,Medium
3694,Loan Query,Medium
3695,Billing,Low
3696,App Bug,Medium
3697,App Bug,Medium
3698,Login Issue,Medium
3699,App Bug,Medium
3700,Loan Query,High
3701,Login Issue,Critical
3702,App Bug,Low
3703,Billing,Low
3704,Loan Query,Low
3705,Fraud Alert,High
3706,Loan Query,High
3707,Card Problem,Medium
3708,Fraud Alert,High
3709,Billing,Medium
3710,Loan Query,Low
3711,App Bug,Medium
3712,Fraud Alert,Low
3713,Login Issue,Low
3714,Loan Query,Low
3715,Card Problem,Low
3716,Login Issue,High
3717,Fraud Alert,Low
3718,Billing,Medium
3719,Loan Query,Medium
3720,Loan Query,Medium
3721,Card Problem,Low
3722,Card Problem,Critical
3723,Card Problem,Low
3724,App Bug,High
3725,App Bug,Medium
3726,App Bug,Low
3727,Loan Query,Low
3728,Billing,Low
3730,Loan Query,Medium
3731,Fraud Alert,High
3732,App Bug,Low
3733,App Bug,High
3734,Loan Query,Medium
3735,App Bug,Low
3736,App Bug,Low
3737,Fraud Alert,Medium
3738,App Bug,High
3739,Fraud Alert,Medium
3740,Fraud Alert,Medium
3741,Billing,Low
3742,App Bug,Low
3743,App Bug,Low
3744,Card Problem,High
3745,Card Problem,Critical
3746,Login Issue,Medium
3747,Fraud Alert,Medium
3748,Card Problem,Medium
3749,Login Issue,Medium
3750,Billing,Low
3751,Card Problem,High
3752,Fraud Alert,Low
3753,App Bug,Low
3754,Billing,High
3755,Card Problem,Medium
3756,Billing,Medium
3757,App Bug,Medium
3758,App Bug,Medium
3759,App Bug,Low
3760,App Bug,Medium
3761,App Bug,Medium
3762,App Bug,Low
3763,Billing,High
3764,Loan Query,Low
3765,Loan Query,Low
3766,App Bug,Medium
3767,App Bug,Medium
3768,Billing,High
3769,Billing,Medium
3770,App Bug,Low
3771,Card Problem,Low
3772,Billing,Low
3773,Fraud Alert,High
3774,Fraud Alert,Low
3775,Billing,Medium
3776,App Bug,Low
3777,Card Problem,High
3778,Login Issue,Medium
3779,Fraud Alert,Medium
3780,Card Problem,Medium
3781,Fraud Alert,Low
3782,Fraud Alert,Medium
3783,Billing,Medium
3784,Loan Query,Medium
3785,Card Problem,Medium
3786,Login Issue,Low
3787,Card Problem,Low
3788,Login Issue,Medium
3789,Card Problem,Low
3790,Fraud Alert,High
3791,Fraud Alert,Low
3792,App Bug,High
3793,Loan Query,Medium
3794,Billing,Medium
3795,App Bug,Low
3796,Card Problem,Medium
3797,Login Issue,Critical
3798,Card Problem,High
3799,Card Problem,Low
3800,Login Issue,Medium
3801,Loan Query,Low
3802,Card Problem,Medium
3803,Fraud Alert,Medium
3804,Billing,Low
3805,App Bug,Low
3806,Card Problem,Medium
3807,Billing,Low
3808,Card Problem,Low
3809,Fraud Alert,Low
3810,App Bug,Low
3811,App Bug,Low
3812,Fraud Alert,Critical
3813,Fraud Alert,Medium
3814,Fraud Alert,Medium
3815,Loan Query,Medium
3816,Loan Query,Low
3817,App Bug,Low
3818,Loan Query,Medium
3819,Loan Query,Medium
3820,Card Problem,Medium
3821,Billing,Medium
3822,Loan Query,Low
3823,Loan Query,Medium
3824,Fraud Alert,Low
3825,Card Problem,Low
3827,Loan Query,Medium
3828,App Bug,Low
3829,Billing,Medium
3830,Card Problem,Low
3831,Login Issue,Medium
3832,Loan Query,High
3833,Login Issue,Critical
3834,Billing,Low
3835,Fraud Alert,Medium
3836,Billing,Medium
3837,App Bug,High
3838,Login Issue,Low
3839,App Bug,High
3840,Fraud Alert,High
3841,Billing,Low
3842,Fraud Alert,Critical
3843,Fraud Alert,Low
3844,Fraud Alert,Medium
3845,Loan Query,High
3846,Loan Query,Low
3847,Loan Query,High
3848,Fraud Alert,Medium
3849,Fraud Alert,Low
3850,Fraud Alert,Medium
3851,Card Problem,Medium
3852,App Bug,Medium
3853,Billing,Low
3854,App Bug,Low
3855,Login Issue,Low
3856,Fraud Alert,Low
3857,Billing,Medium
3858,Loan Query,High
3859,App Bug,Medium
3860,Fraud Alert,Low
3861,Fraud Alert,Medium
3862,Loan Query,High
3863,Card Problem,Medium
3864,Card Problem,High
3865,App Bug,Medium
3866,Login Issue,Medium
3867,Fraud Alert,High
3868,Card Problem,Medium
3869,App Bug,Critical
3870,Billing,Medium
3871,Fraud Alert,Medium
3872,Login Issue,Critical
3873,Card Problem,Medium
3874,Login Issue,Low
3875,Billing,Medium
3876,Billing,Low
3877,Billing,Medium
3878,Billing,High
3879,Login Issue,Low
3880,App Bug,Medium
3881,Fraud Alert,Medium
3882,Card Problem,Medium
3883,App Bug,Low
3884,Login Issue,Low
3885,App Bug,Low
3886,Billing,Low
3887,Loan Query,Low
3888,Card Problem,Critical
3889,Card Problem,Critical
3890,Fraud Alert,High
3891,Card Problem,Low
3892,Fraud Alert,Medium
3893,Loan Query,Low
3894,App Bug,Low
3895,Card Problem,Low
3896,App Bug,Medium
3897,Fraud Alert,Medium
3898,App Bug,High
3899,Fraud Alert,Medium
3900,Login Issue,Critical
3901,Billing,Medium
3902,Loan Query,Low
3903,Login Issue,Low
3904,Loan Query,Low
3905,App Bug,Low
3906,Fraud Alert,Medium
3907,Loan Query,Low
3908,Billing,Critical
3909,Loan Query,High
3910,Login Issue,Low
3911,Billing,Low
3912,Login Issue,Medium
3913,Login Issue,High
3914,Fraud Alert,Medium
3915,Billing,High
3916,App Bug,Low
3917,Fraud Alert,Medium
3918,App Bug,Low
3919,Fraud Alert,Low
3920,Loan Query,High
3921,Login Issue,Low
3922,Billing,Low
3923,Login Issue,Low
3924,Fraud Alert,Low
3925,Billing,Medium
3926,Login Issue,Medium
3927,Card Problem,Medium
3928,Loan Query,High
3929,Login Issue,Critical
3930,Billing,Low
3931,Loan Query,Medium
3932,Fraud Alert,Medium
3933,Billing,Low
3934,Loan Query,Low
3935,Fraud Alert,Low
3936,App Bug,Low
3937,Billing,Medium
3938,Card Problem,Low
3939,Billing,Low
3940,Card Problem,Low
3941,Loan Query,Critical
3942,Login Issue,Medium
3943,Loan Query,Critical
3944,Card Problem,Medium
3945,Loan Query,Low
3946,Card Problem,Critical
3947,Card Problem,Medium
3948,Login Issue,Medium
3949,Login Issue,High
3950,Fraud Alert,Low
3951,Fraud Alert,Medium
3952,Card Problem,Medium
3953,Billing,Medium
3954,Login Issue,Medium
3955,Login Issue,Medium
3956,App Bug,Low
3957,Fraud Alert,Low
3958,Login Issue,Medium
3959,Login Issue,High
3960,Fraud Alert,High
3961,Fraud Alert,Low
3962,Loan Query,Low
3963,Card Problem,Medium
3964,Fraud Alert,Low
3965,Loan Query,Low
3966,Fraud Alert,Low
3967,Card Problem,Low
3968,Loan Query,Low
3969,App Bug,Low
3970,App Bug,Medium
3971,Login Issue,Medium
3972,Billing,Medium
3973,Login Issue,Critical
3974,Fraud Alert,Low
3975,App Bug,Medium
3976,App Bug,Low
3977,Billing,Low
3978,Billing,Critical
3979,Login Issue,Medium
3980,Loan Query,Low
3981,Billing,Low
3983,Billing,Medium
3984,Login Issue,Low
3985,Billing,Medium
3986,Loan Query,High
3987,Login Issue,Low
3988,Login Issue,High
3989,Loan Query,Low
3990,Fraud Alert,Low
3991,Login Issue,Low
3992,App Bug,Low
3994,App Bug,Low
3995,Loan Query,Medium
3996,Card Problem,High
3997,Fraud Alert,Low
3998,App Bug,Low
4000,Login Issue,Medium
4001,Login Issue,Medium
4002,Loan Query,Low
4003,App Bug,Low
4004,Card Problem,Medium
4005,Billing,Medium
4007,Login Issue,Critical
4008,Loan Query,Medium
4009,Card Problem,High
4010,Card Problem,Low
4011,Fraud Alert,Medium
4012,Loan Query,Low
4013,App Bug,Critical
4014,Billing,Low
4015,Login Issue,Low
4016,Loan Query,Medium
4017,Loan Query,Low
4018,Login Issue,Medium
4019,Billing,Low
4020,Fraud Alert,Low
4021,Fraud Alert,Low
4022,Fraud Alert,Low
4023,Billing,High
4024,App Bug,High
4025,Billing,High
4026,Login Issue,Medium
4027,Card Problem,Medium
4028,Loan Query,Critical
4029,Card Problem,Critical
4030,Loan Query,Low
4031,Loan Query,Low
4032,App Bug,Medium
4033,Login Issue,Low
4034,Card Problem,High
4035,Fraud Alert,Low
4036,App Bug,Medium
4037,Billing,Low
4038,Billing,High
4039,Card Problem,Low
4042,Billing,Medium
4043,Billing,Low
4044,Loan Query,Low
4045,Fraud Alert,Medium
4046,Fraud Alert,Low
4047,Loan Query,Low
4048,Login Issue,High
4049,Fraud Alert,Medium
4050,Loan Query,Medium
4051,Billing,Low
4052,Login Issue,Medium
4053,Loan Query,Low
4054,Login Issue,Medium
4055,Fraud Alert,Low
4056,Loan Query,Low
4057,App Bug,Low
4058,App Bug,Medium
4059,Login Issue,Low
4060,Card Problem,Critical
4061,Login Issue,Medium
4062,Login Issue,Critical
4063,Fraud Alert,Medium
4064,Fraud Alert,Medium
4065,App Bug,High
4066,App Bug,Low
4067,Login Issue,Medium
4068,Billing,Medium
4069,Card Problem,Medium
4070,Fraud Alert,Low
4071,Loan Query,Low
4072,App Bug,Low
4073,Loan Query,Low
4074,Fraud Alert,Medium
4075,App Bug,High
4076,Fraud Alert,Medium
4077,App Bug,Low
4078,Login Issue,Medium
4079,Loan Query,Medium
4080,Login Issue,Low
4081,Login Issue,Low
4082,App Bug,Low
4083,Login Issue,High
4084,App Bug,High
4085,Loan Query,Medium
4086,Loan Query,Low
4087,Billing,High
4088,Loan Query,Critical
4089,Card Problem,High
4090,Login Issue,Low
4091,Card Problem,Low
4092,Billing,Low
4093,Loan Query,High
4094,App Bug,Critical
4095,Loan Query,Low
4096,App Bug,Low
4097,Loan Query,Medium
4098,Fraud Alert,Low
4099,Login Issue,High
4100,Fraud Alert,Medium
4101,App Bug,Medium
4102,Fraud Alert,Low
4103,Loan Query,Low
4104,Billing,Low
4105,Card Problem,Medium
4106,Billing,High
4107,Billing,Low
4108,App Bug,Low
4109,Billing,Medium
4110,Card Problem,High
4111,Billing,Low
4112,Login Issue,Low
4113,Card Problem,Medium
4114,Login Issue,High
4115,App Bug,Medium
4116,Card Problem,Low
4117,App Bug,Low
4118,App Bug,High
4119,Card Problem,Low
4120,Loan Query,Medium
4121,Login Issue,Medium
4122,Login Issue,Medium
4123,App Bug,Low
4124,Loan Query,High
4125,Login Issue,Medium
4126,Card Problem,Low
4127,App Bug,Medium
4128,Login Issue,Medium
4129,Login Issue,Medium
4130,Loan Query,Low
4131,Fraud Alert,Low
4132,App Bug,High
4133,Login Issue,Low
4134,Login Issue,Low
4135,App Bug,Medium
4136,Billing,Low
4137,Login Issue,Low
4138,Billing,Low
4139,Loan Query,High
4140,App Bug,Low
4141,Login Issue,Low
4142,Card Problem,Medium
4143,Billing,Medium
4144,Billing,Critical
4145,Billing,Medium
4146,Billing,Low
4147,Login Issue,Medium
4148,Card Problem,Critical
4149,Card Problem,Medium
4150,Loan Query,Medium
4151,Billing,Medium
4152,Login Issue,Low
4153,Login Issue,Low
4154,Fraud Alert,Medium
4155,App Bug,Medium
4156,Card Problem,Low
4157,Login Issue,High
4158,Login Issue,Medium
4159,Fraud Alert,Medium
4160,App Bug,Low
4161,App Bug,Medium
4162,Billing,Medium
4163,Fraud Alert,Low
4164,Login Issue,Medium
4165,Card Problem,Low
4166,Login Issue,Medium
4167,Billing,Low
4168,Card Problem,Medium
4169,Billing,High
4170,Login Issue,Low
4171,Login Issue,Low
4172,Fraud Alert,Medium
4173,App Bug,Low
4174,App Bug,Low
4175,Fraud Alert,Low
4176,Billing,Medium
4177,Login Issue,Low
4178,App Bug,Medium
4179,Billing,High
4180,App Bug,Medium
4181,App Bug,Low
4182,Loan Query,Low
4183,Billing,Low
4184,Login Issue,Critical
4185,App Bug,Low
4186,Login Issue,Critical
4187,Card Problem,Low
4188,Billing,Medium
4189,Login Issue,Medium
4190,Card Problem,Low
4191,App Bug,Medium
4194,Login Issue,Low
4195,Card Problem,Low
4196,Login Issue,Low
4197,Fraud Alert,Low
4198,Login Issue,Medium
4199,Loan Query,Low
4200,Fraud Alert,High
4201,Fraud Alert,Medium
4202,Billing,Low
4203,Login Issue,Low
4204,Billing,Low
4205,Login Issue,High
4206,App Bug,Medium
4207,Billing,Medium
4208,App Bug,Critical
4209,Loan Query,Low
4210,Loan Query,High
4211,Billing,Medium
4212,Billing,Medium
4213,Loan Query,Low
4214,App Bug,Medium
4215,Billing,High
4216,Card Problem,Medium
4217,Fraud Alert,Low
4218,Billing,Medium
4219,Fraud Alert,Critical
4220,App Bug,Medium
4221,Loan Query,Low
4222,Fraud Alert,Low
4223,Card Problem,Medium
4224,Billing,Medium
4225,Billing,Critical
4227,Billing,Low
4228,Login Issue,Critical
4229,Loan Query,High
4230,Card Problem,High
4231,App Bug,Low
4232,Billing,High
4233,App Bug,High
4234,Loan Query,High
4235,App Bug,High
4236,Card Problem,Medium
4237,Card Problem,Low
4238,Login Issue,Low
4239,Billing,Medium
4240,Billing,Medium
4241,Billing,Critical
4242,Fraud Alert,Medium
4243,Billing,Low
4244,Fraud Alert,Low
4245,Login Issue,Low
4246,App Bug,Medium
4247,App Bug,Low
4248,Login Issue,Low
4249,Billing,High
4250,Card Problem,Medium
4251,Login Issue,Critical
4252,Fraud Alert,Low
4253,Fraud Alert,Low
4254,Fraud Alert,High
4255,Login Issue,Medium
4256,Billing,Low
4257,Fraud Alert,High
4258,Login Issue,Critical
4259,Card Problem,High
4260,Loan Query,Critical
4261,App Bug,Medium
4262,Fraud Alert,Low
4263,Loan Query,Low
4264,Billing,High
4265,Fraud Alert,Medium
4266,Card Problem,Low
4267,App Bug,Medium
4268,Fraud Alert,Medium
4269,Card Problem,High
4270,Fraud Alert,Medium
4271,Loan Query,Critical
4272,Billing,Low
4273,Card Problem,High
4274,Loan Query,Low
4275,Card Problem,Medium
4276,Loan Query,Low
4278,Loan Query,High
4279,Billing,Low
4280,Billing,Medium
4281,App Bug,Medium
4282,Fraud Alert,Medium
4283,App Bug,Medium
4284,Loan Query,Medium
4285,App Bug,Low
4286,Loan Query,Medium
4287,Card Problem,Low
4288,Login Issue,Medium
4289,Login Issue,Low
4290,Login Issue,Low
4291,Loan Query,Medium
4292,Loan Query,Medium
4293,Fraud Alert,Low
4294,Fraud Alert,Low
4295,App Bug,Low
4296,App Bug,High
4297,Billing,Medium
4298,Loan Query,Low
4299,Login Issue,Low
4300,App Bug,Low
4301,Login Issue,Low
4302,Billing,Critical
4303,App Bug,High
4304,Card Problem,Medium
4305,Billing,Medium
4306,Login Issue,High
4307,Billing,Low
4308,Loan Query,Medium
4309,Billing,Critical
4310,Login Issue,Low
4311,Card Problem,High
4312,Fraud Alert,Critical
4313,Loan Query,Medium
4314,App Bug,Low
4315,App Bug,Medium
4316,Billing,Critical
4317,App Bug,Medium
4318,Fraud Alert,Medium
4319,Card Problem,Low
4320,Fraud Alert,Medium
4321,Billing,High
4322,Fraud Alert,Low
4323,Billing,Medium
4324,Login Issue,Medium
4325,Loan Query,Medium
4326,Billing,Medium
4327,Loan Query,Low
4329,App Bug,Low
4330,Loan Query,Medium
4331,App Bug,Critical
4332,Loan Query,Medium
4333,Loan Query,Medium
4334,Fraud Alert,Critical
4335,Billing,Low
4336,Card Problem,Low
4337,Fraud Alert,Medium
4338,Login Issue,Medium
4339,Loan Query,High
4340,Card Problem,Low
4341,Fraud Alert,Critical
4342,Card Problem,Medium
4343,Billing,Medium
4344,App Bug,Low
4346,App Bug,Medium
4347,Login Issue,High
4348,Login Issue,Critical
4349,Billing,Medium
4350,App Bug,Medium
4351,Billing,Medium
4352,Fraud Alert,Low
4353,Billing,Medium
4354,Login Issue,Medium
4355,Login Issue,Low
4356,Login Issue,High
4357,Login Issue,High
4358,Fraud Alert,Low
4359,Loan Query,Low
4360,Card Problem,Medium
4361,App Bug,High
4362,Login Issue,Low
4363,Loan Query,Medium
4364,Fraud Alert,High
4365,Card Problem,High
4366,Fraud Alert,Low
4367,App Bug,Low
4368,Billing,Low
4369,Login Issue,High
4370,Login Issue,Low
4371,App Bug,Critical
4372,Fraud Alert,Medium
4373,Fraud Alert,Medium
4374,App Bug,Low
4375,Loan Query,Medium
4376,Card Problem,Medium
4378,App Bug,High
4379,Fraud Alert,Medium
4380,Card Problem,Low
4381,App Bug,Medium
4382,Billing,Low
4383,Fraud Alert,Medium
4385,Card Problem,High
4386,Login Issue,Low
4387,Fraud Alert,Medium
4388,Billing,Medium
4389,Card Problem,Medium
4390,Billing,Medium
4391,Fraud Alert,Medium
4392,App Bug,High
4393,Loan Query,Low
4394,Login Issue,Low
4395,Loan Query,Low
4396,App Bug,High
4397,Loan Query,Low
4398,Billing,Medium
4399,Loan Query,Medium
4400,Card Problem,Medium
4401,Login Issue,Critical
4402,App Bug,Low
4403,App Bug,High
4404,Card Problem,Low
4405,App Bug,Medium
4406,Fraud Alert,High
4407,Billing,Medium
4408,Login Issue,Low
4409,Billing,Low
4410,Billing,Low
4411,Billing,Low
4412,Loan Query,Medium
4413,Billing,Low
4414,Login Issue,Low
4415,Card Problem,Medium
4416,Fraud Alert,Low
4417,Billing,Medium
4418,Login Issue,Low
4419,Fraud Alert,Low
4421,Loan Query,High
4422,Fraud Alert,Low
4423,Login Issue,Low
4424,App Bug,Low
4425,Loan Query,Low
4426,App Bug,Medium
4427,Fraud Alert,Low
4428,Billing,Medium
4429,Card Problem,Low
4430,App Bug,Critical
4431,Loan Query,Medium
4432,Fraud Alert,Low
4433,App Bug,High
4434,Loan Query,Medium
4435,App Bug,Low
4436,Card Problem,Medium
4437,Loan Query,Medium
4438,Loan Query,High
4439,Card Problem,Low
4440,App Bug,Low
4441,Billing,Low
4442,Login Issue,Low
4443,Billing,High
4444,Fraud Alert,Low
4445,Loan Query,Low
4446,Billing,Low
4447,Billing,Medium
4448,Card Problem,High
4449,Fraud Alert,Low
4450,Loan Query,Medium
4451,Card Problem,Medium
4452,Billing,Medium
4453,Loan Query,Critical
4454,Billing,High
4455,App Bug,Medium
4456,Billing,Low
4457,Login Issue,Low
4458,App Bug,Low
4459,Login Issue,Medium
4460,Billing,High
4461,Card Problem,Critical
4462,Fraud Alert,Low
4463,Login Issue,Medium
4464,Loan Query,Low
4465,Loan Query,Low
4466,Card Problem,Low
4467,Login Issue,High
4468,Billing,Low
4469,Loan Query,Low
4470,Login Issue,Medium
4471,Billing,Low
4472,Loan Query,Medium
4473,Loan Query,Low
4474,Card Problem,Medium
4475,Card Problem,Medium
4476,Fraud Alert,Low
4477,Login Issue,Low
4478,App Bug,High
4479,Fraud Alert,Medium
4480,App Bug,Medium
4481,App Bug,Medium
4482,Login Issue,Low
4483,Fraud Alert,Low
4484,Login Issue,Low
4485,Billing,High
4486,Login Issue,High
4487,Card Problem,Medium
4488,Login Issue,Low
